ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
1620	english	crop, harvest	harvest	hɑːvɪst	h ɑː v ɪ s t		1312
590	german	crow	Krähe	krɛːə	k r ɛː ə		814
591	french	crow	corbeau	kɔʀbo	k ɔ ʀ b o		815
592	dutch	crow	kraai	kraːj	k r aː j		814
593	english	crow	crow	krəʊ	k r əʊ		814
1273	german	crush, grind	mahlen	maːlən	m aː l ə n		638
1274	french	crush, grind	écraser	ekʀɑze	e k ʀ ɑ z e		640
1275	french	crush, grind	broyer	bʀwaje	b ʀ w a j e		641
1276	dutch	crush, grind	malen	maːlə	m aː l ə		638
1277	dutch	crush, grind	fijnmalen	fɛɪn-maːlə	f ɛɪ n + m aː l ə		638
1278	english	crush, grind	grind	ɡraɪnd	ɡ r aɪ n d		639
1279	english	crush, grind	crush	krʌʃ	k r ʌ ʃ		-640
1559	german	cultivate, till	bebauen	bə-bauən	b ə + b au ə n		1707
1560	german	cultivate, till	ackern	akərn	a k ə r n		1710
1561	french	cultivate, till	cultiver	kyltive	k y l t i v e		1708
1562	french	cultivate, till	labourer	labuʀe	l a b u ʀ e		1711
1563	dutch	cultivate, till	ontginnen	ɔnt-xɪnə	ɔ n t + x ɪ n ə		1709
1564	english	cultivate, till	cultivate	kʌltɪveɪt	k ʌ l t ɪ v eɪ t		-1708
1213	german	cup, drinking vessel	Tasse	tasə	t a s ə		-1320
1214	french	cup, drinking vessel	tasse	tɑs	t ɑ s		1320
1215	french	cup, drinking vessel	coupe	kup	k u p		1321
1216	dutch	cup, drinking vessel	kop	kɔp	k ɔ p		1321
1217	english	cup, drinking vessel	cup	kʌp	k ʌ p		1321
1094	german	cure, heal	heilen	hailən	h ai l ə n		1895
1095	french	cure, heal	guérir	ɡeʀiʀ	ɡ e ʀ i ʀ		1897
1096	dutch	cure, heal	genezen	xə-neːzə	x ə + n eː z ə		1898
1097	english	cure, heal	cure	kjʊəreɪ	k j ʊ ə r eɪ		1896
1098	english	cure, heal	heal	hiːl	h iː l		1895
1729	german	cut	schneiden	ʃnaidən	ʃ n ai d ə n		1918
1730	french	cut	couper	kupe	k u p e		1920
1731	dutch	cut	doorsnijden	doːr-snɛɪdə	d oː r + s n ɛɪ d ə		1918
1732	english	cut	cut	kʌt	k ʌ t		1919
1971	german	dance	tanzen	tanʦən	t a n ts ə n		-134
1972	french	dance	danser	dɑ̃se	d ɑ̃ s e		134
1973	dutch	dance	dansen	dɑnsə	d ɑ n s ə		-134
1974	english	dance	dance	dɑːns	d ɑː n s		-134
719	german	dandruff	schuppen	ʃʊpən	ʃ ʊ p ə n		1655
720	french	dandruff	pellicule	pelikyl	p e l i k y l		1657
721	dutch	dandruff	roos	roːs	r oː s		1658
722	english	dandruff	dandruff	dændrʌf	d æ n d r ʌ f		1656
204	german	darkness	Finsternis	fɪnstər-nɪs	f ɪ n s t ə r + n ɪ s		1370
205	german	darkness	Dunkelheit	dʊŋkəl-hait	d ʊ ŋ k ə l + h ai t		1373
206	french	darkness	obscurité	ɔpskyʀite	ɔ p s k y ʀ i t e		1372
207	french	darkness	ténèbres	tenɛbʀ	t e n ɛ b ʀ		1374
208	dutch	darkness	duisternis	dœystər-nɪs	d œy s t ə r + n ɪ s		6005
209	english	darkness	darkness	dɑːk-nɪs	d ɑː k + n ɪ s		6006
409	german	daughter-in-law (of a man)	Schwiegertochter	ʃviːɡər-tɔxtər	ʃ v iː ɡ ə r + t ɔ x t ə r		402
410	french	daughter-in-law (of a man)	bru	bʀy	b ʀ y		404
411	french	daughter-in-law (of a man)	belle-fille	bɛl-fij	b ɛ l + f i j		405
412	dutch	daughter-in-law (of a man)	schoondochter	sxoːn-dɔxtər	s x oː n + d ɔ x t ə r		402
413	english	daughter-in-law (of a man)	daughter-in-law	dɔːtər-ɪn-lɔː	d ɔː t ə r + ɪ n + l ɔː		402
1126	german	deaf	taub	taup	t au p		274
1127	french	deaf	sourd	suʀ	s u ʀ		275
1128	dutch	deaf	doof	doːf	d oː f		274
1129	english	deaf	deaf	dɛf	d ɛ f		274
2178	german	dear (costly, expensive)	teuer	tɔyər	t ɔy ə r		243
2179	french	dear (costly, expensive)	cher	ʃɛʀ	ʃ ɛ ʀ		245
2180	dutch	dear (costly, expensive)	duur	dyːr	d yː r		243
2181	english	dear (costly, expensive)	expensive	ɪks-pɛnsɪv	ɪ k s + p ɛ n s ɪ v		244
2139	german	debt	Schuld	ʃʊlt	ʃ ʊ l t		186
2140	french	debt	dette	dɛt	d ɛ t		187
2141	dutch	debt	schuld	sxʉlt	s x ʉ l t		186
2142	english	debt	debt	dɛt	d ɛ t		-187
2312	german	deep	tief	tiːf	t iː f		1177
2313	french	deep	profond	pʀɔfɔ̃	p ʀ ɔ f ɔ̃		1178
2314	dutch	deep	diep	diːp	d iː p		1177
2315	english	deep	deep	diːp	d iː p		1177
647	german	deer	Reh	reː	r eː		1138
648	french	deer	daim	dɛ̃	d ɛ̃		1139
649	french	deer	cerf	sɛʀ	s ɛ ʀ		1140
650	french	deer	chevreuil	ʃəvʀœj	ʃ ə v ʀ œ j		1141
651	dutch	deer	hert	hɛrt	h ɛ r t		6014
652	english	deer	deer	dɪər	d ɪ ə r		6013
2109	german	destroy	zerstören	ʦɛr-ʃtɶːrən	ts ɛ r + ʃ t ɶː r ə n		2088
2110	german	destroy	vernichten	fɛrnɪxtən	f ɛ r n ɪ x t ə n		2090
2111	french	destroy	détruire	detʀɥiʀ	d e t ʀ ɥ i ʀ		2089
2112	dutch	destroy	vernietigen	vər-niːtəɣə	v ə r + n iː t ə ɣ ə		2090
2113	english	destroy	destroy	dɪstrɔɪ	d ɪ s t r ɔ ɪ		-2089
215	german	dew	Tau	tau	t au		1365
216	french	dew	rosée	ʀoze	ʀ o z e		1367
217	dutch	dew	dauw	dɑuw	d ɑu w		1365
218	english	dew	dew	djuː	d j uː		1365
1009	german	die, dead	sterben	ʃtɛrbən	ʃ t ɛ r b ə n		319
1010	german	die, dead	tot	toːt	t oː t		320
1011	french	die, dead	mourir	muʀiʀ	m u ʀ i ʀ		321
1012	french	die, dead	mort	mɔʀ	m ɔ ʀ		322
1013	dutch	die, dead	sterven	stɛrvə	s t ɛ r v ə		319
1014	english	die, dead	die	daɪ	d aɪ		320
1583	german	dig	graben	ɡraːbən	ɡ r aː b ə n		2111
1584	french	dig	piocher	pjɔʃe	p j ɔ ʃ e		2113
1585	dutch	dig	graven	xraːvə	x r aː v ə		2111
1586	english	dig	dig	dɪɡ	d ɪ ɡ		2112
1240	german	dinner	Abendessen	aːbənt-ɛsən	aː b ə n t + ɛ s ə n		1260
1241	french	dinner	dîner	dine	d i n e		1259
1242	dutch	dinner	diner	diːneː	d iː n eː		-1259
1243	dutch	dinner	avondeten	aːvɔnd-eːtə	aː v ɔ n d + eː t ə		1260
1244	english	dinner	dinner	dɪnər	d ɪ n ə r		-1259
1570	german	ditch	graben	ɡraːbən	ɡ r aː b ə n		1712
1571	french	ditch	fossé	fɔse	f ɔ s e		1714
1572	dutch	ditch	sloot	sloːt	s l oː t		1715
1573	english	ditch	ditch	dɪʧ	d ɪ tʃ		1713
2222	german	divide	teilen	tailən	t ai l ə n		776
2223	french	divide	diviser	divize	d i v i z e		777
2224	dutch	divide	verdelen	vər-deːlə	v ə r + d eː l ə		776
2225	english	divide	divide	dɪvaɪd	d ɪ v aɪ d		-777
334	german	divorce	Ehescheidung	eː.ə-ʃaidʊŋ	eː ə + ʃ ai d ʊ ŋ		892
335	german	divorce	Scheidung	ʃaidʊŋ	ʃ ai d ʊ ŋ		892
336	french	divorce	divorce	divɔʀs	d i v ɔ ʀ s		893
337	dutch	divorce	scheiding	sxɛɪdɪŋ	s x ɛɪ d ɪ ŋ		892
338	english	divorce	divorce	dɪvɔːs	d ɪ v ɔː s		-893
1697	german	do, make	tun	tuːn	t uː n		308
1698	german	do, make	machen	maxən	m a x ə n		310
1699	french	do, make	faire	fɛʀ	f ɛ ʀ		309
1700	dutch	do, make	doen	duːn	d uː n		308
1701	english	do, make	do	duː	d uː		308
598	german	dog	Hund	hʊnt	h ʊ n t		1755
599	french	dog	chien	ʃjɛ̃	ʃ j ɛ̃		1755
600	dutch	dog	hond	hɔnt	h ɔ n t		1755
601	english	dog	dog	dɔɡ	d ɔ ɡ		1756
1460	german	door, gate	Tor	toːr	t oː r		1952
1461	french	door, gate	porte	pɔʀt	p ɔ ʀ t		1953
1462	dutch	door, gate	deur	døːr	d øː r		1952
1463	english	door, gate	door	dɔːr	d ɔː r		1952
1265	german	dough	Teig	taik	t ai k		650
1266	french	dough	pâte	pɑt	p ɑ t		651
1267	dutch	dough	deeg	deːx	d eː x		650
1268	english	dough	dough	dəʊ	d əʊ		650
594	german	dove	Taube	taubə	t au b ə		810
595	french	dove	colombe	kɔlɔ̃b	k ɔ l ɔ̃ b		811
596	dutch	dove	duif	dœyf	d œy f		810
597	english	dove	dove	dʌv	d ʌ v		810
989	german	dream	träumen	trɔymən	t r ɔy m ə n		1961
990	french	dream	rêver	ʀeve	ʀ e v e		1962
991	dutch	dream	dromen	droːmə	d r oː m ə		1961
992	english	dream	dream	driːm	d r iː m		1961
1160	german	drink	trinken	trɪŋkən	t r ɪ ŋ k ə n		376
1161	french	drink	boire	bwaʀ	b w a ʀ		377
1162	dutch	drink	drinken	drɪŋkə	d r ɪ ŋ k ə		376
1163	english	drink	drink	drɪŋk	d r ɪ ŋ k		376
1927	german	drip	tropfen	trɔp͡fən	t r ɔ pf ə n		1694
1928	french	drip	s'égoutter	eɡute	e ɡ u t e		1695
1929	dutch	drip	druppelen	drʉpələ	d r ʉ p ə l ə		1694
1930	english	drip	drip	drɪp	d r ɪ p		1694
1444	german	dwell, live	wohnen	voːnən	v oː n ə n		7
1445	french	dwell, live	habiter	abite	a b i t e		9
1446	dutch	dwell, live	wonen	woːnə	w oː n ə		7
1447	english	dwell, live	live	laɪv	l aɪ v		8
1382	german	dye	färben	fɛrbən	f ɛ r b ə n		635
1383	french	dye	teindre	tɛ̃dʀ	t ɛ̃ d ʀ		637
1384	dutch	dye	verven	vɛrvə	v ɛ r v ə		635
1385	english	dye	dye	daɪ	d aɪ		636
574	german	eagle	Adler	aːdlər	aː d l ə r		162
575	french	eagle	aigle	ɛɡl	ɛ ɡ l		163
576	dutch	eagle	adelaar	aːdəlaːr	aː d ə l aː r		162
577	english	eagle	eagle	iːɡḷ	iː ɡ l̩		-163
2162	german	earn	verdienen	fɛr-diːnən	f ɛ r + d iː n ə n		821
2163	french	earn	gagner	ɡaɲe	ɡ a ɲ e		823
2164	dutch	earn	verdienen	vər-diːnə	v ə r + d iː n ə		821
2165	english	earn	earn	ɜːn	ɜː n		822
5	german	earth, land	Erde	eːrdə	eː r d ə		1673
6	german	earth, land	Land	lant	l a n t		1674
7	french	earth, land	terre	tɛʁ	t ɛ ʁ		1675
8	dutch	earth, land	land	lɑnt	l ɑ n t		1674
9	english	earth, land	land	lænd	l æ n d		1674
10	german	earth=ground, soil	Erde	eːrdə	eː r d ə		1475
11	german	earth=ground, soil	Boden	boːdən	b oː d ə n		1478
12	french	earth=ground, soil	terre	tɛʁ	t ɛ ʁ		1477
13	french	earth=ground, soil	sol	sɔl	s ɔ l		1476
14	dutch	earth=ground, soil	bodem	boːdəm	b oː d ə m		1478
15	english	earth=ground, soil	soil	sɔɪl	s ɔ ɪ l		-1476
166	german	earthquake	Erdbeben	eːrt-beːbən	eː r t + b eː b ə n		420
167	french	earthquake	séisme	seism	s ei s m		422
168	dutch	earthquake	aardbeving	aːrd-beːvɪŋ	aː r d + b eː v ɪ ŋ		420
169	english	earthquake	earthquake	ɜːθ-kweɪk	ɜː θ + k w eɪ k		421
1142	german	eat	essen	ɛsən	ɛ s ə n		383
1143	german	eat	speisen	ʃpaizən	ʃ p ai z ə n		380
1144	french	eat	manger	mɑ̃ʒe	m ɑ̃ ʒ e		382
1145	dutch	eat	eten	eːtə	eː t ə		383
1146	english	eat	eat	iːt	iː t		383
837	german	elbow	Ellenbogen	ɛlən-boːɡən	ɛ l ə n + b oː ɡ ə n		603
838	french	elbow	coude	kud	k u d		604
839	dutch	elbow	elleboog	ɛlə-boːx	ɛ l ə + b oː x		603
840	english	elbow	elbow	ɛl-bəʊ	ɛ l + b əʊ		603
2369	german	every, all	alle	alə	a l ə		1559
2370	french	every, all	chaque	ʃak	ʃ a k		1560
2371	dutch	every, all	alle	ɑlə	ɑ l ə		1559
2372	english	every, all	all	ɔːl	ɔː l		1559
262	german	extinguish	auslöschen	aus-lɶːʃən	au s + l ɶː ʃ ə n		558
263	french	extinguish	éteindre	etɛ̃dʀ	e t ɛ̃ d ʀ		560
264	dutch	extinguish	doven	doːvə	d oː v ə		561
265	english	extinguish	extinguish	ɪks-tɪŋɡwɪʃ	ɪ k s + t ɪ ŋ ɡ w ɪ ʃ		559
778	german	eyebrow	Augenbraue	auɡən-brauə	au ɡ ə n + b r au ə		246
779	french	eyebrow	sourcil	suʀsi	s u ʀ s i		248
780	dutch	eyebrow	wenkbrauw	wɛŋɡ-brɑuw	w ɛ ŋ ɡ + b r ɑu w		246
781	english	eyebrow	eyebrow	aɪ-braʊ	aɪ + b r aʊ		246
782	german	eyelid	Augenlid	auɡən-liːt	au ɡ ə n + l iː t		249
783	german	eyelid	Lid	liːt	l iː t		249
784	french	eyelid	paupière	popjɛʀ	p o p j ɛ ʀ		250
785	dutch	eyelid	ooglid	oːɣ-lɪt	oː ɣ + l ɪ t		249
786	english	eyelid	eyelid	aɪ-lɪd	aɪ + l ɪ d		249
766	german	face	Gesicht	ge-zɪxt	g e + z ɪ x t		1865
767	french	face	visage	vizaʒ	v i z a ʒ		1864
768	dutch	face	gezicht	xə-zɪxt	x ə + z ɪ x t		1865
769	english	face	face	feɪs	f eɪ s		6018
1923	german	fall	fallen	falən	f a l ə n		1692
1924	french	fall	tomber	tɔ̃be	t ɔ̃ b e		1693
1925	dutch	fall	vallen	vɑlə	v ɑ l ə		1692
1926	english	fall	fall	fɔːl	f ɔː l		1692
430	german	family	Familie	famiːliː.ə	f a m iː l iː ə		-445
431	french	family	famille	famij	f a m i j		445
432	dutch	family	gezin	xəzɪn	x ə z ɪ n		447
433	english	family	family	fæməlɪ	f æ m ə l ɪ		-445
1164	german	famine	Hungersnot	hʊŋərs-noːt	h ʊ ŋ ə r s + n oː t		451
1165	french	famine	famine	famin	f a m i n		452
1166	french	famine	disette	dizɛt	d i z ɛ t		453
1167	dutch	famine	hongersnood	hɔŋərs-noːt	h ɔ ŋ ə r s + n oː t		451
1168	english	famine	famine	fæmɪn	f æ m ɪ n		-452
1880	german	fan (noun)	Fächer	fɛxər	f ɛ x ə r		982
1881	french	fan (noun)	éventail	evɑ̃taj	e v ɑ̃ t a j		984
1882	dutch	fan (noun)	waaier	waːjər	w aː j ə r		6050
1883	english	fan (noun)	fan	fæn	f æ n		983
2273	german	far (adv)	fern	fɛrn	f ɛ r n		1286
2274	french	far (adv)	loin	lwɛ̃	l w ɛ̃		1287
2275	dutch	far (adv)	ver	vɛr	v ɛ r		1286
2276	english	far (adv)	far	fɑːr	f ɑː r		1286
1547	german	farmer	Bauer	bauər	b au ə r		1720
1548	french	farmer	fermier	fɛʀmje	f ɛ ʀ m j e		1722
1549	dutch	farmer	boer	buːr	b uː r		1720
1550	english	farmer	farmer	fɑːmər	f ɑː m ə r		-1722
339	german	father	Vater	faːtər	f aː t ə r		719
340	french	father	père	pɛʀ	p ɛ ʀ		721
341	dutch	father	vader	vaːdər	v aː d ə r		719
342	english	father	father	fɑːðər	f ɑː ð ə r		719
397	german	father-in-law (of a man)	Schwiegervater	ʃviːɡər-faːtər	ʃ v iː ɡ ə r + f aː t ə r		412
398	french	father-in-law (of a man)	beau-père	bo-pɛʀ	b o + p ɛ ʀ		412
399	dutch	father-in-law (of a man)	schoonvader	sxoːn-vaːdər	s x oː n + v aː d ə r		412
400	english	father-in-law (of a man)	father-in-law	fɑːðər-ɪn-lɔː	f ɑː ð ə r + ɪ n + l ɔː		412
1358	german	felt	Filz	fɪlʦ	f ɪ l ts		2271
1359	french	felt	feutre	føtʀ	f ø t ʀ		2272
1360	dutch	felt	vilt	vɪlt	v ɪ l t		2271
1361	english	felt	felt	fɛlt	f ɛ l t		2271
288	german	female	weiblich	vaip-lɪx	v ai p + l ɪ x		114
289	french	female	femelle	fəmɛl	f ə m ɛ l		115
290	dutch	female	vrouwelijk	vrɑuwə-lək	v r ɑu w ə + l ə k		6009
291	english	female	female	fiːmeɪl	f iː m eɪ l		-115
1565	german	fence	Zaun	ʦaun	ts au n		1716
1566	german	fence	Gehege	ɡə-heːɡə	ɡ ə + h eː ɡ ə		1719
1567	french	fence	barrière	baʀjɛʀ	b a ʀ j ɛ ʀ		1718
1568	dutch	fence	hek	hɛk	h ɛ k		1719
1569	english	fence	fence	fɛns	f ɛ n s		1717
1551	german	field (for cultivation)	Feld	fɛlt	f ɛ l t		1726
1552	french	field (for cultivation)	champ	ʃɑ̃	ʃ ɑ̃		1727
1553	dutch	field (for cultivation)	veld	vɛlt	v ɛ l t		1726
1554	english	field (for cultivation)	field	fiːld	f iː l d		1726
1294	german	fig	feige	faiɡə	f ai ɡ ə		-1647
1295	french	fig	figue	fiɡ	f i ɡ		1647
1296	dutch	fig	vijg	vɛɪx	v ɛɪ x		-1647
1297	english	fig	fig	fɪɡ	f ɪ ɡ		-1647
617	german	fin (dorsal)	Finne	fɪnə	f ɪ n ə		1620
618	french	fin (dorsal)	nageoire	naʒwaʀ	n a ʒ w a ʀ		1621
619	dutch	fin (dorsal)	vin	vɪn	v ɪ n		1620
620	english	fin (dorsal)	fin	fɪn	f ɪ n		1620
2119	german	find	finden	fɪndən	f ɪ n d ə n		579
2120	french	find	trouver	tʀuve	t ʀ u v e		580
2121	dutch	find	vinden	vɪndə	v ɪ n d ə		579
2122	english	find	find	faɪnd	f aɪ n d		579
849	german	finger	Finger	fɪŋər	f ɪ ŋ ə r		615
850	french	finger	doigt	dwa	d w a		616
851	dutch	finger	vinger	vɪŋər	v ɪ ŋ ə r		615
852	english	finger	finger	fɪŋɡər	f ɪ ŋ ɡ ə r		615
1671	german	fir	Tanne	tanə	t a n ə		80
1672	french	fir	sapin	sapɛ̃	s a p ɛ̃		82
1673	french	fir	conifère	kɔnifɛʀ	k ɔ n i f ɛ ʀ		84
1674	dutch	fir	spar	spɑr	s p ɑ r		83
1675	english	fir	fir	fɜːr	f ɜː r		81
248	german	fire	Feuer	fɔyər	f ɔy ə r		1211
249	french	fire	feu	fø	f ø		6007
250	dutch	fire	vuur	vyːr	v yː r		1211
251	english	fire	fire	faɪər	f aɪ ə r		1211
1479	german	fireplace	Herd	heːrt	h eː r t		1254
1480	french	fireplace	foyer	fwaje	f w a j e		1253
1481	dutch	fireplace	haard	haːrt	h aː r t		1254
1482	english	fireplace	fireplace	faɪə-pleɪs	f aɪ ə + p l eɪ s		1252
271	german	firewood	Brennholz	brɛn-hɔlʦ	b r ɛ n + h ɔ l ts		1208
272	french	firewood	bûches	byʃe	b y ʃ e		1210
273	dutch	firewood	brandhout	brɑnt-hɑut	b r ɑ n t + h ɑu t		1208
274	english	firewood	firewood	faɪə-wʊd	f aɪ ə + w ʊ d		1209
2404	german	first	erste	eːrstə	eː r s t ə		352
2405	french	first	premier	pʀəmje	p ʀ ə m j e		354
2406	dutch	first	eerste	eːrstə	eː r s t ə		352
2407	english	first	first	fɜːst	f ɜː s t		353
613	german	fish	Fisch	fɪʃ	f ɪ ʃ		1753
614	french	fish	poisson	pwasɔ̃	p w a s ɔ̃		1753
615	dutch	fish	vis	vɪs	v ɪ s		1753
616	english	fish	fish	fɪʃ	f ɪ ʃ		1753
621	german	fishscale	Schuppe	ʃʊpə	ʃ ʊ p ə		1617
622	french	fishscale	écaille	ekaj	e k a j		1619
623	dutch	fishscale	schub	sxʉp	s x ʉ p		1617
624	english	fishscale	scale	skeɪl	s k eɪ l		-1619
2316	german	flat	flach	flax	f l a x		588
2317	german	flat	platt	plat	p l a t		-588
2318	french	flat	plat	pla	p l a		588
2319	dutch	flat	plat	plɑt	p l ɑ t		-588
2320	dutch	flat	vlak	vlɑk	v l ɑ k		588
2321	english	flat	flat	flæt	f l æ t		6202
1762	german	flay, skin	häuten	hɔytən	h ɔy t ə n		1934
1763	french	flay, skin	écorcher	ekɔʀʃe	e k ɔ ʀ ʃ e		1936
1764	dutch	flay, skin	villen	vɪlə	v ɪ l ə		1937
1765	english	flay, skin	skin	skɪn	s k ɪ n		1935
662	german	flea	Floh	floː	f l oː		1305
663	french	flea	puce	pys	p y s		1306
664	dutch	flea	vlo	vloː	v l oː		1305
665	english	flea	flea	fliː	f l iː		1305
707	german	flesh	Fleisch	flaiʃ	f l ai ʃ		1805
708	french	flesh	chair	ʃɛʀ	ʃ ɛ ʀ		1806
709	dutch	flesh	vlees	vleːs	v l eː s		1805
710	english	flesh	flesh	flɛʃ	f l ɛ ʃ		1805
1473	german	floor	Fußboden	fuːs-boːdən	f uː s + b oː d ə n		1938
1474	german	floor	Diele	diːlə	d iː l ə		1941
1475	french	floor	plancher	plɑ̃ʃe	p l ɑ̃ ʃ e		1940
1476	french	floor	sol	sɔl	s ɔ l		1942
1477	dutch	floor	vloer	vluːr	v l uː r		1939
1478	english	floor	floor	flɔːr	f l ɔː r		1939
1939	german	flow	fliessen	fliːsən	f l iː s ə n		1851
1940	french	flow	couler	kule	k u l e		1852
1941	dutch	flow	stromen	stroːmə	s t r oː m ə		1853
1942	english	flow	flow	fləʊ	f l əʊ		1851
670	german	fly	Fliege	fliːɡə	f l iː ɡ ə		1442
671	french	fly	mouche	muʃ	m u ʃ		1443
672	dutch	fly	vlieg	vliːx	v l iː x		1442
673	english	fly	fly	flaɪ	f l aɪ		1442
1951	german	fly (vb)	fliegen	fliːɡən	f l iː ɡ ə n		1051
1952	french	fly (vb)	voler	vɔle	v ɔ l e		6051
1953	dutch	fly (vb)	vliegen	vliːɣə	v l iː ɣ ə		1051
1954	english	fly (vb)	fly	flaɪ	f l aɪ		1051
533	german	foal, colt	Füllen	fʏlən	f ʏ l ə n		509
534	french	foal, colt	poulain	pulɛ̃	p u l ɛ̃		509
535	dutch	foal, colt	veulen	vøːlə	v øː l ə		509
536	english	foal, colt	foal	fəʊl	f əʊ l		509
537	english	foal, colt	colt	kəʊlt	k əʊ l t		510
80	german	foam	Schaum	ʃaum	ʃ au m		1828
81	french	foam	écume	ekym	e k y m		1830
82	french	foam	mousse	mus	m u s		1831
83	dutch	foam	schuim	sxœym	s x œy m		1828
84	english	foam	foam	fəʊm	f əʊ m		1829
231	german	fog	Nebel	neːbəl	n eː b ə l		750
232	french	fog	brume	bʀym	b ʀ y m		752
233	french	fog	brouillard	bʀujaʀ	b ʀ u j a ʀ		752
234	dutch	fog	mist	mɪst	m ɪ s t		753
235	english	fog	fog	fɔɡ	f ɔ ɡ		751
1711	german	fold	falten	faltən	f a l t ə n		300
1712	french	fold	plier	plije	p l i j e		301
1713	dutch	fold	vouwen	vɑuwə	v ɑu w ə		6037
1714	english	fold	fold	fəʊld	f əʊ l d		300
1999	german	follow	folgen	fɔlɡən	f ɔ l ɡ ə n		1777
2000	french	follow	suivre	sɥivʀ	s ɥ i v ʀ		1778
2001	dutch	follow	volgen	vɔlɣə	v ɔ l ɣ ə		1777
2002	english	follow	follow	fɔləʊ	f ɔ l əʊ		1777
1147	german	food	Essen	ɛsən	ɛ s ə n		371
1148	german	food	Nahrung	naːrʊŋ	n aː r ʊ ŋ		373
1149	french	food	nourriture	nuʀityʀ	n u ʀ i t y ʀ		375
1150	dutch	food	voedsel	vuːʦəl	v uː ts ə l		374
1151	english	food	food	fuːd	f uː d		372
875	german	foot	Fuß	fuːs	f uː s		608
876	french	foot	pied	pje	p j e		609
877	dutch	foot	voet	vuːt	v uː t		608
878	english	foot	foot	fʊt	f ʊ t		608
1838	german	forge	schmieden	ʃmiːdən	ʃ m iː d ə n		1648
1839	french	forge	forger	fɔʀʒe	f ɔ ʀ ʒ e		1649
1840	dutch	forge	smeden	smeːdə	s m eː d ə		1648
1841	english	forge	forge	fɔːʤ	f ɔː dʒ		-1649
1599	german	fork	Gabel	ɡaːbəl	ɡ aː b ə l		2101
1600	french	fork	fourche	fuʀʃ	f u ʀ ʃ		2104
1601	dutch	fork	mestvork	mɛst-fɔrk	m ɛ s t + f ɔ r k		-2104
1602	english	fork	pitchfork	pɪʧ-fɔːk	p ɪ tʃ + f ɔː k		-2104
1222	german	fork (2)	Gabel	ɡaːbəl	ɡ aː b ə l		1336
1223	french	fork (2)	fourchette	fuʀʃɛt	f u ʀ ʃ ɛ t		1337
1224	dutch	fork (2)	vork	vɔrk	v ɔ r k		-1337
1225	english	fork (2)	fork	fɔːk	f ɔː k		-1337
544	german	fowl	Geflügel	ɡə-flyːɡəl	ɡ ə + f l yː ɡ ə l		1843
545	french	fowl	volaille	vɔlɑj	v ɔ l ɑ j		1845
546	dutch	fowl	kip	kɪp	k ɪ p		1846
547	dutch	fowl	pluimvee	plœymveː	p l œy m v eː		1847
548	english	fowl	poultry	pəʊltrɪ	p əʊ l t r ɪ		1844
643	german	fox	Fuchs	fʊks	f ʊ k s		1136
644	french	fox	renard	ʀənaʀ	ʀ ə n a ʀ		1137
645	dutch	fox	vos	vɔs	v ɔ s		1136
646	english	fox	fox	fɔks	f ɔ k s		1136
693	german	frog	Frosch	frɔʃ	f r ɔ ʃ		801
694	french	frog	grenouille	ɡʀənuj	ɡ ʀ ə n u j		802
695	dutch	frog	kikker	kɪkər	k ɪ k ə r		803
696	english	frog	frog	frɔɡ	f r ɔ ɡ		801
2264	german	front	recht	rɛxt	r ɛ x t		213
2265	french	front	droite	dʀwɑt	d ʀ w ɑ t		215
2266	dutch	front	rechts	rɛxʦ	r ɛ x ts		213
2267	english	front	right	raɪt	r aɪ t		213
2390	german	full	voll	fɔl	f ɔ l		1970
2391	french	full	plein	plɛ̃	p l ɛ̃		1970
2392	dutch	full	vol	vɔl	v ɔ l		1970
2393	english	full	full	fʊl	f ʊ l		1970
1579	german	furrow	Furche	fʊrxə	f ʊ r x ə		1133
1580	french	furrow	sillon	sijɔ̃	s i j ɔ̃		1134
1581	dutch	furrow	vore	voːrə	v oː r ə		1133
1582	english	furrow	furrow	fʌrəʊ	f ʌ r əʊ		1133
1555	german	garden	Garten	ɡaːrtən	ɡ aː r t ə n		-1723
1556	french	garden	jardin	ʒaʀdɛ̃	ʒ a ʀ d ɛ̃		1723
1557	dutch	garden	tuin	tœyn	t œy n		1725
1558	english	garden	garden	ɡɑːdṇ	ɡ ɑː d n̩		-1723
2082	german	get, obtain	kriegen	kriːɡən	k r iː ɡ ə n		1394
2083	french	get, obtain	obtenir	ɔptəniʀ	ɔ p t ə n i ʀ		1396
2084	dutch	get, obtain	krijgen	krɛɪɣə	k r ɛɪ ɣ ə		1394
2085	english	get, obtain	get	ɡɛt	ɡ ɛ t		1395
297	german	girl	Mädchen	mɛːtxən	m ɛː t x ə n		108
298	french	girl	fille	fij	f i j		110
299	dutch	girl	meisje	mɛɪsjə	m ɛɪ s j ə		108
300	english	girl	girl	ɡɜːl	ɡ ɜː l		109
2096	german	give	geben	ɡeːbən	ɡ eː b ə n		2086
2097	french	give	donner	dɔne	d ɔ n e		2087
2098	dutch	give	geven	xeːvə	x eː v ə		2086
2099	english	give	give	ɡɪv	ɡ ɪ v		2086
2100	german	give back	zurückgeben	ʦuːrʏk-ɡeːbən	ts uː r ʏ k + ɡ eː b ə n		2082
2101	french	give back	rendre	ʀɑ̃dʀ	ʀ ɑ̃ d ʀ		2084
2102	dutch	give back	teruggeven	tərʉ-ɣeːvə	t ə r ʉ + ɣ eː v ə		2082
