verwijde	nloorsp	commenta	lrsID	nedespel	hduispel	jaarnl	herknl	oorsprnl	nedecog	hduitcog	nedetran	hduitran	herkhdui	oorsphdui
 	 	 	309	woensdag	mittwoch	1260	1	1	1	2	v\unsdax	mItv\Ox	1	1
 	volk	 	310	volk	volk	901	1	1	1	1	vOlk	fOlk	1	1
 	verbetering	beter	311	verbetering	verbesserung	901	1	1	1	1	v@rbe:t@rIN	fE6bEs@RUN	1	1
 	 	 	312	lever	Leber	1201	1	1	1	1	le:v@r	le:b6	1	1
 	 	 	313	feest	fest	1254	6	2	1	1	fe:st	fEst	2	2
 	 	 	314	weekend	wochenende	1901	7	1	1	1	v\ikEnt	v\OxnEnd@	7	1
 	plicht	 	315	plicht	pflicht	1265	1	1	1	1	plIxt	pflICt	1	1
 	problemen	 	316	probleem	probleem	1648	2	3	1	1	proble:m	pRoble:m	2	3
 	studie	 	317	studie	studium	1350	2	2	1	1	stydi	Stu:djUm	2	2
 	 	 	318	midden	mitte	1285	1	1	2	1	mId@n	mIt@	1	1
 	gevaar	 	319	gevaar	gefahr	1574	8	1	2	2	G@va:r	g@fa:6	1	1
 	 	 	320	moeder	Mutter	901	1	1	1	1	mud@r	mUt6	1	1
 	uitdaging	dagen	321	uitdaging	herausforderung	1201	1	1	3	4	9jtda:GIN	hERawsfO6d@RUN	1	1
 	 	 	322	rivier	fluss	1201	6	2	2	1	rivir	flUs	1	1
 	prijs	 	323	prijs	preis	1250	6	2	1	1	prEjs	pRajs	6	2
 	toerisme	 	324	toerisme	tourismus	1901	7	3	1	1	turIsm@	tuRIsmUs	6	3
 	voorwerp!	 	325	voorwerp	gegenstand	1461	1	1	3	1	vo:rv\Erp	ge:gnStant	1	1
 	persoon	 	326	persoon	person	1254	2	2	1	1	pErso:n	pE6zo:n	2	2
 	hulp	 	327	hulp	hilfe	901	1	1	1	1	hYlp	hIlf@	1	1
 	plicht	plicht	328	verplichting	verpflichtung	1265	1	1	1	1	v@rplIxtIN	fE6pflICtUN	1	1
 	 	 	329	tong	Zunge	901	1	1	1	1	tON	tsUN@	1	1
 	 	 	330	geluid	laut	1254	1	1	1	1	G@l9jt	lawt	1	1
 	coördinatie	coördineren	331	coördinatie	koordination	1658	2	2	1	1	koOrdina:tsi	ko:O6dinatsjo:n	2	2
 	vervoer	 	332	transport	transport	1587	6	2	1	1	transpOrt	tRanspO6t	6	2
 	 	 	333	knie	Knie	1156	1	1	1	1	kni	kni:	1	1
 	productie	product	334	productie	produktion	1508	2	2	1	1	prodYksi	pRodUktsjo:n	2	2
 	groep	 	335	groep	gruppe	1618	5	9	1	1	Grup	gRUp@	5	9
 	minister	 	336	minister	minister	1698	2	2	1	1	minIst@r	minIst6	2	2
 	 	 	337	kamp	lager	1280	6	2	2	1	kamp	la:g6	1	1
 	 	 	338	lucht	luft	1201	1	1	1	1	lYxt	lUft	1	1
 	macht	 	339	macht	macht	1236	1	1	1	1	maxt	maxt	1	1
 	invloed	 	340	invloed	einfluss	1282	8	2	1	1	Invlut	ajnflUs	2	2
 	genoegen	 	341	genoegen	vergnügen	1393	1	1	2	3	G@nuG@n	fE6gny:gn	1	1
 	 	 	342	centrum	zentrum	1654	2	3	1	1	sEntrYm	tsEntRUm	2	3
 	april	 	343	april	april	1201	2	9	1	1	aprIl	apRIl	2	9
 	bank	 	344	bank	bank	1201	1	1	1	1	baNk	baNk	1	1
 	instrument	 	345	instrument	instrument	1254	2	2	1	1	InstrymEnt	InstRumEnt	2	2
 	inzicht	zicht	346	inzicht	einsicht	1410	1	1	1	1	InzIxt	ajnzICt	1	1
 	ogenblik	 	347	ogenblik	augenblick	1517	8	1	1	1	o:G@nblIk	awgnblIk	1	1
 	verklaring	 	348	verklaring	erklärung	1200	2	2	1	2	v@rkla:rIN	E6klE:RUN	2	2
 	status	 	349	status	status	1745	2	2	1	1	sta:tYs	Sta:tUs	2	2
 	vooruitgang	gaan	350	vooruitgang	fortschritt	901	1	1	3	4	vo:r9jtxaN	fO6tSRIt	1	1
 	 	 	351	winkel	laden	1265	1	1	2	3	v\INk@l	la:dn	1	1
 	 	 	352	morgen	morgen	901	1	1	1	1	mOrG@n	mO6gn	1	1
 	systeem	 	353	systeem	system	1735	2	3	1	1	siste:m	zYste:m	2	3
 	vluchteling	vluchten	354	vluchteling	flüchtling	1285	1	1	1	1	vlYxt@lIN	flYCtlIN	1	1
 	 	leren	355	leerling	lehrling	901	1	1	2	2	le:rlIN	le:6lIN	1	1
 	 	 	356	neus	Nase	1236	1	1	1	1	n2:s	na:z@	1	1
 	norm	 	357	standaard	standard	1278	6	2	1	1	standa:rt	Standa6t	7	2
 	samenhang	samen	358	samenhang	zusammenhang	1200	1	1	1	3	sa:m@nhaN	tsuzam@nhaN	1	1
 	 	 	359	taxi	taxi	1926	6	3	1	1	taksi	taksi:	7	3
 	 	 	360	microfoon	mikrofon	1890	3	3	1	1	mikrofo:n	mikRofo:n	3	3
 	wil	 	361	wil	wille	1541	1	1	1	1	v\Il	v\Il@	1	1
 	deskundige	 	362	expert	experte	1451	6	2	1	1	EkspE:r	EkspE6t@	6	2
 	uitgaven!	geven	363	uitgave	ausgabe	901	1	1	2	2	9jtxa:v@	awsga:b@	1	1
 	 	 	364	borst	Brust	1201	1	1	1	1	bOrst	bRUst	1	1
 	 	 	365	paard	pferd	1266	2	3	2	2	pa:rt	pfe:6t	2	3
 	applaus	 	366	applaus	applaus	1859	6	2	1	1	aplaws	aplaws	6	2
 	onderwerp	 	367	onderwerp	subjekt	1585	1	1	2	3	Ond@rv\Erp	zUpjEkt	2	2
 	 	 	368	koe	kuh	1285	1	1	1	1	ku	ku:	1	1
 	oplossing	los	369	oplossing	auflösung	1277	1	1	2	2	OplOsIN	awfl2:zUN	1	1
 	internet!	 	370	internet	internet	1992	7	1	1	1	Int@rnEt	Int6nEt	7	1
 	 	 	371	stok	Stock	1237	1	1	2	2	stOk	StOk	1	1
 	uitbreiding	breed	372	uitbreiding	erweiterung	1236	1	1	2	3	9jtbrEjdIN	E6v\ajt@RUN	1	1
 	 	 	373	figuur	figur	1265	6	2	1	1	fiGyr	figu:6	6	2
 	 	 	374	indruk	eindruck	1461	1	1	1	1	IndrYk	ajndRUk	1	1
 	uitspraak	spreken	375	uitspraak	aussprache	901	1	1	2	2	9jtspra:k	awsSpra:x@	1	1
 	 	 	376	schors	rinde	1201	2	2	2	4	sxOrs	RInd@	1	1
 	context	 	377	context	kontext	1824	6	2	1	1	kOntEkst	kOntEkst	7	2
 	 	 	378	lichaam	körper	1236	1	1	2	1	lIxa:m	k96p6	2	2
 	proces	 	379	proces	prozess	1265	6	2	1	1	prosEs	pRotsEs	2	2
 	toespraak	voeren	380	aanvoering	anführung	1201	1	1	1	1	a:nvurIN	anfy:RUN	1	1
 	perspectief	 	381	perspectief	pespektive	1599	6	2	1	1	pErspEktif	pE6spEkti:v\@	6	2
 	 	 	382	lied	lied	1260	1	1	2	2	lit	li:t	1	1
 	weg	 	383	weg	weg	901	1	1	1	1	v\Ex	v\e:k	1	1
 	 	 	384	stoel	stuhl	1201	1	1	1	1	stul	Stu:l	1	1
 	een	 	 	een	ein	901	1	1	 	 	@n	 	1	1
 	een	 	 	een	ein	901	1	1	 	 	@n	 	1	1
 	weinig	 	 	weinig	wenig	1260	1	1	 	 	wEin@x	 	1	1
 	weinig!	 	 	weinig!	wenig	1260	1	1	 	 	wEin@x	 	1	1
 	 	letten	 	opletten	aufpassen	1236	1	1	 	 	OplEt@	 	10	2
 	 	 	 	het	das	1370	1	1	 	 	hEt	 	1	1
 	het	 	 	het	es	1370	1	1	 	 	hEt	 	1	1
 	 	degene	 	hetgeen	dasjenige	1237	1	1	 	 	hEtxe:n	 	1	1
 	hetgeen	 	 	hetgeen	dasjenige	1237	1	1	 	 	hEtxe:n	 	1	1
 	uitspreken!	spreken	 	uitspreken!	aussprechen	901	1	1	 	 	9ytspre:k@n	 	1	1
 	 	 	 	straks	gleich	1597	1	1	 	 	strAks	 	1	1
 	 	 	 	leuk	nett	1898	1	1	 	 	l2:k	 	6	2
 	 	 	 	tamelijk	ziemlich	1291	1	1	 	 	ta:m@l@k	 	1	1
 	 	 	 	aardig	nett	1420	1	1	 	 	a:rd@x	 	6	2
 	agenda	 	 	agenda	agenda	1769	2	2	 	 	aGEnda:	 	2	2
 	akkoord	 	 	akkoord	akkord	1290	6	2	 	 	Ako:rt	 	6	2
 	accepteer	 	 	accepteren	akzeptieren	1452	6	2	 	 	AksEpte:r@n	 	6	2
 	actieprogramma!	 	 	actieprogramma!	aktionsprogramm	1778	2	3	 	 	AksiproGrAma:	 	2	3
 	akte!	 	 	akte!	akte	1453	6	2	 	 	Akt@	 	2	2
 	actief	 	 	actief	aktiv	1580	6	2	 	 	Aktif	Akti:v	2	2
 	activiteit	 	 	activiteit	aktivität	1747	6	2	 	 	AktivitEit	 	6	2
 	huidig	 	 	actueel	aktuell	1535	6	2	 	 	Aktye:l	 	6	2
 	alleen	 	 	alleen	allein	1201	1	1	 	 	Ale:n	 	1	1
 	ene	 	 	alleen	allein	1201	1	1	 	 	Ale:n	 	1	1
 	ambitie	 	 	ambitie	ambition	1581	6	2	 	 	Ambitsi	 	2	2
 	ambitieus	ambitie	 	ambitieus	ambitiös	1581	6	2	 	 	Ambisj2:s	 	6	2
 	amendement	 	 	amendement	amendement	1859	6	2	 	 	AmEnd@mEnt	 	6	2
 	nauwelijks	 	 	nauwelijks	kaum	1512	1	1	 	 	nAul@ks	 	1	1
 	ambtenaar!	ambt	 	ambtenaar	beamter	1324	8	5	 	 	Amt@na:r	 	5	2
 	analyseer!	 	 	analyseren!	analysieren	1635	6	3	 	 	AnAlize:r@n	 	2	3
 	analyse	 	 	analyse	analyse	1806	6	3	 	 	AnAlize	 	2	3
 	antwoord	antwoord	 	antwoorden	antworten	1220	1	1	 	 	Antwo:rd@n	 	1	1
 	antwoord	 	 	antwoord	antwort	1220	1	1	 	 	Antwo:rt	 	1	1
 	 	 	 	apparaat	apparat	1553	2	2	 	 	Ap@ra:t	 	2	2
 	afzonderlijk	 	 	afzonderlijk	einzeln	1650	1	1	 	 	AfsOnd@rl@k	 	1	1
 	 	 	 	apart	apart	1498	6	2	 	 	ApArt	 	6	2
 	 	 	 	appartement	appartement	1687	6	2	 	 	ApArt@mEnt	 	6	2
 	absoluut!	 	 	absoluut	absolut	1563	2	2	 	 	Apsolyt	 	2	2
 	arbeidsmarkt	arbeid	 	arbeidsmarkt	arbeidsmarkt	901	2	2	 	 	ArbEitsmArkt	 	2	2
 	artikel	 	 	artikel	artikel	1576	2	2	 	 	Artik@l	 	2	2
 	aspect	 	 	aspect	aspekt	1842	6	2	 	 	AspEkt	 	2	2
 	administratief	 	 	administratief	administrativ	1805	6	2	 	 	Atministra:tsi	 	2	2
 	 	 	 	augustus	august	1289	2	2	 	 	AuGYstYs	 	2	2
 	autoriteit	 	 	autoriteit	autorität	1240	2	2	 	 	AutoritEit	 	2	2
 	 	acht	 	achtste	achte	1230	1	1	 	 	Axtst@	 	1	1
 	 	 	 	acht	acht	1230	1	1	 	 	Axt	 	1	1
 	geacht	 	 	geacht	geachtet	1265	1	1	 	 	G@Axt	 	1	1
 	achter	 	 	achter	hinten	876	1	1	 	 	AxtEr	 	1	1
 	acht	 	 	achten	beachten	1265	1	1	 	 	Axt@n	 	1	1
 	beantwoord	antwoord	 	beantwoorden	beantworten	1220	1	1	 	 	b@Antwo:rd@n	 	1	1
 	bedraag	bedrag	 	bedragen	betragen	1288	1	1	 	 	b@dra:G@n	 	1	1
 	bedrag	 	 	bedrag	betrag	1288	1	1	 	 	b@drAx	 	1	1
 	bedreig	dreigen	 	bedreigen	bedrohen	1201	1	1	 	 	b@drEiG@n	 	1	1
 	 	 	 	bedrijf	unternehmen	1293	1	1	 	 	b@drEif	 	1	1
 	bedrijven	drijven	 	bedrijf	betrieb	1220	1	1	 	 	b@drEif	 	1	1
 	bedrijfsleven	bedrijf	 	bedrijfsleven	wirtschaft	1293	1	1	 	 	b@drEifsle:v@n	 	1	1
 	voer	drijven	 	bedrijven	treiben	1220	1	1	 	 	b@drEiv@n	 	1	1
 	!	 	 	bedoelen!	beabsichtigen	1731	1	1	 	 	b@dul@n	 	1	1
 	 	bedoelen	 	bedoeling	meinung	1731	1	1	 	 	b@dulIN	 	1	1
 	bedoeling	bedoelen	 	bedoeling	absicht	1731	1	1	 	 	b@dulIN	 	1	1
 	bevestig	 	 	bevestigen	bekräftigen	1410	1	1	 	 	b@vEst@G@n	 	9	9
 	bevinden	 	 	bevinden	befinden	901	1	1	 	 	b@vInd@n	 	1	1
 	tevredenheid!	 	 	bevredigend!	befriedigend	1412	1	1	 	 	b@vre:d@G@nt	 	1	1
 	bevoegd	 	 	bevoegd	befugt	1698	8	1	 	 	b@vuxt	 	1	1
 	bevorder	 	 	bevorderen	fördern	1500	1	1	 	 	b@vOrd@r@n	 	1	1
 	bevorderen	 	 	bevorderen	fördern	1500	1	1	 	 	b@vOrd@r@n	 	1	1
 	begin	beginnen	 	begin	beginn	901	1	1	 	 	b@GIn	 	1	1
 	beginnen	 	 	beginnen	beginnen	901	1	1	 	 	b@GIn@n	 	1	1
 	 	ziel	 	zielig	bedauerenswert	901	1	1	 	 	zil@x	 	1	1
 	prettig	behagen	 	behagelijk	gemütlich	1201	1	1	 	 	b@ha:G@l@k	 	1	1
 	behandelen	handelen	 	behandelen	behandeln	1236	1	1	 	 	b@hAnd@l@n	 	1	1
 	beperk	Pools/Russisch	 	begrenzen	begrenzen	1573	8	5	 	 	b@GrEnz@n	 	5	5
 	beperking	perk	 	beperking	beschränkung	1169	6	2	 	 	b@pErkIN	 	1	1
 	beperkt	perk	 	beperkt	beschränkt	1169	6	2	 	 	b@pErkt	 	1	1
 	betrek	trekken	 	betrekken bij	einbeziehen	1201	1	1	 	 	b@trEk@n bEi	 	1	1
 	beheer	beheren	 	beheer	verwaltung	1357	1	1	 	 	b@he:r	 	1	1
 	belemmering	 	 	hindernis	behinderung	1285	1	1	 	 	hInd@rnIs	 	1	1
 	behouden!	houden	 	behouden!	behalten	901	1	1	 	 	b@hAud@n	 	1	1
 	 	behoren	 	behoorlijk	anständig	1201	1	1	 	 	b@ho:rl@k	 	1	1
 	 	 	 	behalve	ausser	1265	1	1	 	 	b@hAlv@	 	1	1
 	behoefte	behoeven	 	behoefte	bedarf	1201	1	1	 	 	b@huft@	 	1	1
 	!	 	 	beinvloeden!!	beeinflussen	1282	8	9	 	 	b@Invlud@n	 	9	9
 	 	 	 	behoren	gehören	1201	1	1	 	 	b@ho:r@n	 	1	1
 	 	 	 	bekend	bekannt	1265	1	1	 	 	b@kEnt	 	1	1
 	bekend	 	 	bekend	bekannt	1265	1	1	 	 	b@kEnt	 	1	1
 	benadruk	 	 	benadrukken	betonen	1785	8	1	 	 	b@na:drYk@n	 	2	3
 	benadruk	 	 	beklemtonen	betonen	1723	1	1	 	 	b@na:drYk@n	 	2	3
 	belang	 	 	belang	belang	1265	1	1	 	 	b@lAN	 	1	1
 	belangrijk	belang	 	belangrijk	wichtig	1265	1	1	 	 	b@lANrEik	 	1	1
 	beleidsterrein	 	 	beleidsterrein	bereich	1809	6	2	 	 	b@lEitstErEin	 	5	5
 	ervaar!	leven	 	beleven!	erleben	901	1	1	 	 	b@le:v@n	 	1	1
 	terechtkom	 	 	belanden	landen	1200	1	1	 	 	b@lAnd@n	 	1	1
 	beloof	 	 	beloven	versprechen	1201	1	1	 	 	b@lo:v@n	 	1	1
 	vergemakkelijken!	makkelijk	 	vergemakkelijken!	erleichern	1327	1	1	 	 	v@rG@mAk@l@k@n	 	1	1
 	benut	nut	 	benutten	benutzen	1505	1	1	 	 	b@nYt@n	 	1	1
 	beoordeel	oordeel	 	beoordelen	beurteilen	1201	1	1	 	 	b@o:rde:l@n	 	1	1
 	beoordeling	oordeel	 	beoordeling	beurteilung	1201	1	1	 	 	b@o:rde:lIN	 	1	1
 	bepaald	bepalen	 	bepaald	bestimmt	1283	2	2	 	 	b@pa:lt	 	1	1
 	bereiken	 	 	bereiken	erreichen	1350	1	1	 	 	b@rEik@n	 	1	1
 	bereiken	 	 	bereiken	erreichen	1350	1	1	 	 	b@rEik@n	 	1	1
 	bereiken!	 	 	bereiken!	erreichen	1350	1	1	 	 	b@rEik@n	 	1	1
 	 	 	 	bericht	nachricht	1200	1	1	 	 	b@rIxt	 	1	1
 	beroep	 	 	beroep	beruf	1292	1	1	 	 	b@rup	 	1	1
 	aanraak!	roeren	 	beroeren	berühren	1201	1	1	 	 	b@rur@n	 	1	1
 	beseffen	 	 	beseffen	einsehen	1287	5	5	 	 	b@sEf@n	 	2	2
 	 	zoeken	 	bezoeken	besuchen	901	1	1	 	 	b@zuk@n	 	1	1
 	poging	pogen	 	poging	versuch	1265	1	1	 	 	po:GIN	 	1	1
 	!	zitten	 	bezitten!	besitzen	1201	1	1	 	 	b@zIt@n	 	1	1
 	bekijk	kijken	 	bekijken	betrachten	1350	1	1	 	 	b@kEik@n	 	1	1
 	 	N gegeven	 	gegeven	bestimmt	1872	1	1	 	 	G@Ge:v@n	 	1	1
 	beschermen	 	 	beschermen	schützen	901	9	9	 	 	b@sxErm@n	 	1	1
 	beschik	 	 	beschikken	verfügen	1265	1	1	 	 	b@sxIk@n	 	1	1
 	beschikbaar	beschikken	 	beschikbaar	verfügbar	1265	1	1	 	 	b@sxIkba:r	 	1	1
 	beschikking	beschikken	 	beschikking	verfügung	1265	1	1	 	 	b@sxIkIN	 	1	1
 	beschouw	 	 	beschouwen	betrachten	1201	1	1	 	 	b@sxAuw@n	 	2	2
 	beschrijven!	 	 	beschrijven!	beschreiben	1236	2	2	 	 	b@sxrEiv@n	 	2	2
 	beslissen	 	 	beslissen	beschliessen	1550	1	1	 	 	b@slIs@n	 	1	1
 	beslissing	beslissen	 	beslissing	entscheidung	1550	1	1	 	 	b@slIsIN	 	2	2
 	beslist!	beslissen	 	beslist!	sicher	1550	1	1	 	 	b@slIst	 	1	1
 	besluit	sluiten	 	besluit	beschluss	1201	1	1	 	 	b@sl9yt	 	1	1
 	 	sluiten	 	besluiten!	beschliessen	1201	1	1	 	 	b@sl9yt@n	 	1	1
 	besluitvorming	vorm	 	besluitvorming	beschlussfassung	1236	5	8	 	 	b@sl9ytfOrmIN	 	1	1
 	 	lachen	 	belachelijk	lächerlich	1220	1	1	 	 	b@lAx@l@k	 	1	1
 	bespreking	spreken	 	bespreking	besprechung	901	1	1	 	 	b@spre:kIN	 	1	1
 	 	spreken	 	bespreken	besprechen	901	1	1	 	 	b@spre:k@n	 	1	1
 	besteed	 	 	besteden	verwenden	1277	1	1	 	 	b@ste:dEn	 	1	1
 	 	 	 	bestellen	bestellen	1343	1	1	 	 	b@stEl@n	 	1	1
 	besta	staan	 	bestaan	bestehen	901	1	1	 	 	b@sta:n	 	1	1
 	bestaande	staan	 	bestaand	bestehend	901	1	1	 	 	b@sta:nt	 	1	1
 	bepalen!	 	 	bestemmen	bestimmen	1348	1	1	 	 	b@stEm@n	 	1	1
 	element	 	 	element	bestandteil	 	2	2	 	 	e:l@mEnt	 	1	1
 	bestrijden	strijd	 	bestrijden	bestreiten	1220	1	1	 	 	b@strEid@n	 	1	1
 	bestuderen	 	 	bestuderen	studieren	1265	2	2	 	 	b@styde:r@n	 	2	2
 	verschaffen	 	 	verschaffen	verschaffen	1534	8	1	 	 	v@rsxAf@n	 	1	1
 	bedanken	danken	 	bedanken	danken	1201	1	1	 	 	b@dANk@n	 	1	1
 	betalen	 	 	betalen	bezahlen	1270	1	1	 	 	b@ta:l@n	 	1	1
 	vroeg	 	 	vroeg	früh	1201	1	1	 	 	vrux	 	1	1
 	 	denken	 	bedenken	bedenken	901	1	1	 	 	b@dENk@n	 	1	1
 	 	zin	 	verzinnen	erfinden	1201	1	1	 	 	v@rzIn@n	 	1	1
 	voorwaarde	 	 	voorwaarde	bedingung	1260	1	1	 	 	vo:rwa:rd@	 	1	1
 	voorwaarde	 	 	voorwaarde	bedingung	1260	1	1	 	 	vo:rwa:rd@	 	1	1
 	betreur	 	 	betreuren	beklagen	1350	8	9	 	 	b@tr2:r@n	 	1	1
 	beteken	betekenis	 	betekenen	bedeuten	1240	1	1	 	 	b@te:k@n@n	 	1	1
 	betekenis	 	 	betekenis	bedeutung	1240	1	1	 	 	b@te:k@nIs	 	1	1
 	twijfel!	twijfel	 	betwijfelen!	bezweifeln	1201	1	1	 	 	b@twEif@l@n	 	1	1
 	behouden!	 	 	bewaren	aufbewahren	901	1	1	 	 	b@wa:r@n	 	1	1
 	bewijs	bewijzen	 	bewijs	beweis	1201	1	1	 	 	b@wEis	 	1	1
 	bewijs	 	 	bewijzen	beweisen	1201	1	1	 	 	b@wEiz@n	 	1	1
 	beweer	 	 	beweren	behaupten	1477	1	1	 	 	b@we:r@n	 	1	1
 	beweer	 	 	beweren	behaupten	1477	1	1	 	 	b@we:r@n	 	1	1
 	bewust	 	 	bewust	bewusst	1638	8	1	 	 	b@wYst	 	1	1
 	 	 	 	beurt	reihe	1445	1	1	 	 	b2:rt	 	9	9
 	 	 	 	branden	brennen	1445	1	1	 	 	brAnd@n	 	1	1
 	 	 	 	baas	chef	1280	1	1	 	 	ba:s	 	6	2
 	basis	 	 	basis	basis	1618	2	3	 	 	ba:z@s	 	2	3
 	 	 	 	babbelen	plaudern	1544	1	1	 	 	bAb@l@n	 	2	3
 	 	 	 	bakken	backen	1276	1	1	 	 	bAk@n	 	1	1
 	 	 	 	bal	ball	1201	1	1	 	 	bAl	 	1	1
 	evenwichtig	 	 	gebalanceerd	balanciert	1734	6	2	 	 	G@bAlAnse:rt	 	6	2
 	 	 	 	bang	bang	1350	1	1	 	 	bAN	 	1	1
 	 	 	 	bank	bank	1201	1	1	 	 	bANk	 	1	1
 	 	 	 	gebeuren	geschehen	1272	1	1	 	 	G@b2:r@n	 	1	1
 	gebeuren	 	 	gebeuren	geschehen	1272	1	1	 	 	G@b2:r@n	 	1	1
 	gebeurtenis	gebeuren	 	gebeurtenis	vorfall	1272	1	1	 	 	G@b2:rt@nIs	 	1	1
 	baseer	 	 	baseren	basieren	1798	6	2	 	 	bAze:r@n	 	6	2
 	gebaseer!	 	 	baseren	gründen	1798	6	3	 	 	bAze:r@n	 	1	1
 	bouwen	 	 	bouwen	bauen	901	1	1	 	 	bAuw@n	 	1	1
 	 	geboorte	 	geboren	gebohren	1201	1	1	 	 	G@bo:r@n	 	1	1
 	kind	 	 	kind	kind	901	1	1	 	 	kInt	 	1	1
 	kennis	 	 	begrip	verständniss	1265	1	1	 	 	b@GrIp	 	1	1
 	begrip	 	 	begrip	begriff	1265	1	1	 	 	b@GrIp	 	1	1
 	begrijp	 	 	begrijpen	begreifen	1201	1	1	 	 	b@GrEip@n	 	1	1
 	 	 	 	beide!	beide	1201	1	1	 	 	bEid@	 	1	1
 	bijdragen	dragen	 	bijdragen	beitragen	1236	8	1	 	 	bEidra:G@n	 	1	1
 	bijvoorbeeld	 	 	bijvoorbeeld	zum beispiel	1526	1	1	 	 	bEivo:rbe:lt	 	1	1
 	name	naam	 	met name	vor allem	1236	1	1	 	 	mEtna:m@	 	1	1
 	 	bel	 	bellen	anrufen	1236	1	1	 	 	bEl@n	 	1	1
 	 	kindertaal uit grootma	 	oma	oma	1872	5	5	 	 	o:ma:	 	5	5
 	 	kindertaal uit grootma	 	oma	oma	1872	5	5	 	 	o:ma:	 	5	5
 	verbeteren	 	 	verbeteren	bessern	901	1	1	 	 	v@rbe:t@r@n	 	1	1
 	bij	 	 	bij	bei	901	1	1	 	 	bEi	 	1	1
 	bied	 	 	bieden	bieten	1201	1	1	 	 	bid@n	 	1	1
 	 	 	 	been	bein	1201	1	1	 	 	be:n	 	1	1
 	 	 	 	bier	bier	1201	9	9	 	 	bir	 	9	9
 	bilateraal	 	 	bilateraal	bilateral	1847	2	9	 	 	bilatera:l	 	2	9
 	binnen	 	 	binnen	drinnen	1253	1	1	 	 	bIn@n	 	1	1
 	 	komen	 	binnenkomen	hereinkomme	901	1	1	 	 	bIn@nkOm@n	 	1	1
 	binnenlands	land	 	binnenlands	inlands	801	1	1	 	 	bIn@nlAnts	 	1	1
 	bindende!	 	 	bindend!	bindend	1201	1	1	 	 	bInd@nt	 	1	1
 	 	 	 	beest	tier	1253	6	2	 	 	be:st	 	1	1
 	bijzonder	 	 	bijzonder	besonder	1260	1	1	 	 	bizOnd@r	 	1	1
 	 	 	 	bijten	beissen	1201	1	1	 	 	bEit@n	 	1	1
 	 	 	 	beetje	bisschen	1646	1	1	 	 	be:tj@	 	1	1
 	beetje	 	 	beetje	wenig	1646	1	1	 	 	be:tj@	 	1	1
 	 	 	 	zat	satt	901	1	1	 	 	zAt	 	1	1
 	zeer	horen	 	ongehoord	unerhört	1200	1	1	 	 	OnG@ho:rt	 	1	1
 	 	 	 	blazen	blasen	1201	1	1	 	 	bla:z@n	 	1	1
 	 	 	 	blauw	blau	1250	1	1	 	 	blAu	 	1	1
 	 	 	 	bladzij	seite	1710	1	1	 	 	blAdzEi	 	1	1
 	blij	 	 	blij	froh	1201	1	1	 	 	blEi	 	1	1
 	blootstellen!	 	 	blootstellen!	aussetzen	1265	1	1	 	 	blo:tstEl@n	 	1	1
 	blijk	 	 	blijken	sich zeigen	1265	1	1	 	 	blEik@n	 	1	1
 	blijken	 	 	blijken	zeigen sich	1265	1	1	 	 	blEik@n	 	1	1
 	blijkbaar!	blijken	 	blijkbaar	offenbar	1265	1	1	 	 	blEikba:r	 	1	1
 	blijf	 	 	blijven	bleiben	901	1	1	 	 	blEiv@n	 	1	1
 	 	 	 	bloem	Blume	1201	1	1	 	 	blum	 	1	1
 	band	 	 	band	band	1201	1	1	 	 	bAnt	 	1	1
 	 	 	 	boot	bot	1390	1	1	 	 	bo:t	 	1	1
 	 	 	 	bol	kugel	1351	1	1	 	 	bOl	 	1	1
 	boven	 	 	boven	oben	1220	1	1	 	 	bo:v@n	 	1	1
 	bovendien	boven	 	bovendien	ausserdem	1220	1	1	 	 	bo:v@ndin	 	1	1
 	 	 	 	badkamer	badezimmer	1201	5	8	 	 	bAtka:m@r	 	1	1
 	 	 	 	braken	erbrechen	1573	1	1	 	 	bra:k@n	 	1	1
 	 	 	 	brug	brücke	1220	1	1	 	 	brYx	 	1	1
 	brede!	 	 	breed	breit	1236	1	1	 	 	bre:t	 	1	1
 	 	 	 	breken	brechen	1237	1	1	 	 	bre:k@n	 	1	1
 	brief	 	 	brief	brief	1236	2	2	 	 	brif	 	2	2
 	 	 	 	bril	brille	1401	2	3	 	 	brIl	 	2	3
 	breng	 	 	brengen	bringen	901	1	1	 	 	brEN@n	 	1	1
 	 	 	 	boterham	brot	1567	2	2	 	 	bo:t@rhAm	 	1	1
 	 	 	 	broek	hose	1285	1	1	 	 	bruk	 	1	1
 	gebruiken	 	 	gebruiken	gebrauchen	1201	1	1	 	 	G@br9yk@n	 	1	1
 	gebruiken	wenden	 	aanwenden	anwenden	1276	1	1	 	 	a:nwEnd@n	 	1	1
 	maak_gebruik	 	 	gebruikmaken	benutzen	1201	1	1	 	 	G@br9ykma:k@n	 	1	1
 	 	 	 	bruin	braun	1210	1	1	 	 	br9yn	 	1	1
 	 	 	 	boel	menge	1599	1	1	 	 	bul	 	1	1
 	 	 	 	boeien	fesseln	1285	2	9	 	 	bui@n	 	1	1
 	 	 	 	boek	buch	901	1	1	 	 	buk	 	1	1
 	boeken	 	 	boeken	buchen	 	1	1	 	 	buk@n	 	1	1
 	buiten	 	 	buiten	draussen	1220	1	1	 	 	b9yt@n	 	1	1
 	buitengewon	 	 	buitengewoon	aussergewöhnlich	1236	1	1	 	 	b9yt@nG@wo:n	 	1	1
